,level_upper,Название технического места
370,71-TRA-AVTR-AVT3-TR9Y,Тягач седельный №С109РМ124
371,71-TRA-AVTR-AVT2-TR2R,Прицеп-цистерна №МС9399
372,11-ZIF-Z123-GMO2-USR1-TA20,Колонна сорбции №152-2/4
373,71-LES-TRUC-TR25,Автобус №О982ЕТ124
374,11-CSP-UPSG-LN01,Линии воздушные 110 кВ
375,05-ATC-TRAN,Автотранспорт
376,03-ZIF-0DSK-HEAT,Оборудование отопления и кондиционир-я
377,11-ZIF-Z123-GMO1-USRB-TA25-KIPA,Оборудование КИПиА
378,11-ZIF-Z123-OBOK-UPZG-PU09-KIPA,Оборудование КИПиА
379,11-ZIF-Z123-GMO2-USR2-TA60-KIPA,Оборудование КИПиА
380,71-TRA-AVTR-AVTP-TR46,Автобус вахтовый №К697КЕ
381,11-ZIF-ZIF4-ORP4-UFLT-MPEQ,Оборудование обогатительное
382,11-ZIF-Z123-HVHZ-TA02,Емкость №КЧ25
383,11-ZIF-Z123-GMO2-USR1-KOMP,Оборудование компрессорное
384,05-ZIF-4GTS-STOV-PUMP,Насосы
385,72-OMK-TRUC-TR82,Автомобиль легковой №В827ТА49
386,11-ZIF-ZIF4-ORP4-UFLT-KOMP-KIPA,Оборудование КИПиА
387,11-RUD-CBVZ-DE81,Станки буровые DE810
388,11-MGO-CRGT-ENSL-EQUI,Оборуд-е ремонтное и диагностическое
389,05-SGE-CSPS-UPST-SZIF-TRNS,Трансформаторы
390,05-ZIF-2ORP-2OGR-MQ50,Флотомашина I.205.2
391,71-TRA-AVTR-AVTP-TRN8,Автомобиль легковой №X858HE124
392,11-ZIF-ZIF4-ORP4-UFLT-TA03-KIPA,Оборудование КИПиА поз.38-1
393,11-ENC-VODZ-DOSR-STNS-BL01-SHLD,"Шкафы, щиты, панели"
394,03-ZIF-0GMO-UGHD-TA06,Ёмкость нейтрализации раствор. поз.510-8
395,71-TRA-AVTR-AVT3-TR2J,Полуприцеп №МУ262524
396,14-GOR-EX04,Экскаватор гидравлический №05
397,73-BOD-TRUC-TR86,Автомобиль легковой №О717ХУ
398,71-TRA-AVTR-AVT2-TR1B,Прицеп №МР5438
399,11-MGO-CRGT-RGBV-LF09,Погрузчик вилочный
400,73-VER-TRUC-LF13,Кран самоходный
401,11-ZIF-Z123-OBOK-BIO1-PI07-KIPA,Оборудование КИПиА
402,11-ZIF-ZIF4-HVHZ-PU03,Насос центробежный №2-1
403,11-ZIF-ZIF4-ORP4-UFLT-MQ07-VA01,Клапан подачи воды FCV02
404,11-ZIF-Z123-ORP2-UFLT-MQ16,Флотомашина №80-1
405,73-VER-TRUC-TR40,Автомобиль СМП №О758ВА
406,03-ZIF-0DSK-MILL,Оборудование дробильно-размольное
407,11-ZIF-Z123-ORP3-UFLT-PI03,Пульподелитель 2-х струйный №37-3
408,71-TRA-AVTR-AVT2-TR3K,Самосвал №Р395КН124
409,11-ZIF-ZIF4-HVHZ-KIPA,Оборудование КИПиА
410,11-RUD-CGTR-SEBT-KH17,Самосвал карьерный №238
411,71-LES-SKLA-UPRR-MACH,Оборудование станочное
412,11-RUD-CGTR-SEBT-CC50,Самосвал карьерный №501
413,11-ZIF-Z123-ORP2-UIKR-ML04,Дробилка конусная №4-2
414,11-ZIF-ZIF4-ORP4-UIZK-HC03-KIPA,Оборудование КИПиА
415,11-ZIF-Z123-GMO3-USRB-TA34,Чан контактный №291-3
416,71-TRA-AVTR-AVT1-LF15,Телескопический погрузчик №МВ1489
417,71-TRA-AVTR-AVT3-TR4Y,Тягач седельный №Р258КН
418,11-ZIF-ZIF4-GMO4-USOC-TA13-KIPA,Оборудование КИПиА
419,11-ZIF-ZIF4-GMO4-UOPL-OV02,Печь плавильная №310-1
420,11-ZIF-Z123-ORP1-UFLT-TA02-KIPA,Оборудование КИПиА
421,71-TRA-AVTR-AVT3-TR2G,Полуприцеп сортиментовоз №МС9372
422,71-NAZ-OPRN-HEAT,Оборудование отопления и кондиционир-я
423,11-ZIF-Z123-ORP3-UFLT-DY01-KIPA,Оборудование КИПиА
424,05-SGE-CTVS-UTVS-UEXP-SKOS-RVZK-PUMP,Насосы
425,11-ZIF-ZIF4-ORP4-UPRR-TA04-VALV,Запорно-регулирующая арматура поз.104
426,73-VER-TRUC-TR07,Автомобиль грузовой №Х157ВМ138
427,05-SGE-CSPS-UPST-PW59-DD02,"Яч. РУ 1,3 кВ КТП-59 СК-5 2п СКИН"
428,11-RUD-CGTR-SETT-UDOT-OS06,Автогрейдер №26
429,11-ZIF-Z123-STKM-UKM1-KMP1-SGR1-TRNS,Трансформаторы
430,11-ZIF-Z123-GMO3-UOBZ-TA05-KIPA,Оборудование КИПиА
431,11-ZIF-ZIF4-UPRG-PU17,Насос центробежный №А-02-3
432,11-ZIF-Z123-OBOK-BIO3-TA12,Емкость дозир раздачи реагентов №1-35
433,11-RUD-CGTR-SEBT-SPCT-TN02,Машина поливооросительная №02
434,11-ZIF-Z123-ORP3-UIKR-MILL,Оборудование дробильно-размольное
435,05-ZIF-2ORP-2OGR-PU08-KIPA,Оборудование КИПиА
436,11-RUD-VOST-UGVS-E110,Экскаватор электрический №27
437,05-ZIF-3GMU-1OSC-3US1-TA09,Реактор сорбц. циан. I.650.4
438,73-TAK-SKLA-LGHT,Сети освещения
439,71-LES-UREM-MACH,Оборудование станочное
440,71-TRA-AVTR-AVT1-TR2G,Автомобиль специальный №Х121НС124
441,11-RUD-CGTR-SEBT-CD11,Самосвал карьерный №711
442,11-ZIF-Z123-UPVC-UCEN-PU23,Насос центробежный №518-2
443,71-TRA-AVTR-AVTP-TR89,Автомобиль пассажирский №Р024ЕТ124
444,11-ZIF-ZIF4-ORP4-UGRT-MQ06-ASUT,АСУТП
445,72-OMK-TRUC-TR9I,Автобус специальный УЗСТ А896АК
446,11-ZIF-Z123-OBOK-BIO3-MQ03-KIPA,Оборудование КИПиА
447,03-ZIF-ORPO-UPFL-PU08,Насос поз.610-2
448,11-ZIF-Z123-GMO1-UREG-TA40-KIPA,Оборудование КИПиА
449,05-ZIF-2ORP-1OIZ-PU04,НС №214
450,11-ZIF-Z123-ORP3-VE43,Вентилятор центробежный №П-6
451,72-OMK-TRUC-TR0E,Полуприцеп цистерна №МЕ014949
452,03-ZIF-ORPO-KSGF-TA02,Ёмкость буферная для флокулянта поз.37-3
453,11-ZIF-Z123-OBOK-BIO4-TA02,Емкость горизонтальная №140-2
454,71-LES-TRUC-TR35,Тягач седельный №У792ОХ24
455,05-ZIF-5UPR-PU04,Насос химический I.215.1
456,05-ZIF-BL04,Пункт тепловой №3
457,71-TRA-AVTR-AVT3-TR1J,Полуприцеп №МС2963
458,11-ZIF-Z123-ORP1-UIKR-PI03-KIPA,Оборудование КИПиА
459,71-PPE-SKLA-GSMB,СХ Еруда. Склад ГСМ (Благодатное)
460,11-ZIF-Z123-GMO3-USRB-TA17,Чан контактный №196-6
461,05-ZIF-PI02,Трубопровод канализ. К1
462,11-ICC-LOMS-LIFT,Оборудование грузоподъемное
463,03-RUD-ENSK-PUMP,Насосы
464,05-RSU-LIFT,Оборудование грузоподъемное
465,71-PPE-TEHS,ПП Еруда. Техническая служба
466,73-VER-TRUC-TR90,Toyota Fortuner Е917СН 124
467,11-ZIF-ZIF4-HVHZ-PW01-DISD,Устройства распределительные
468,71-TRA-AVTR-AVT3-TR1H,Полуприцеп-тяжеловоз №МС2961
469,11-ZIF-Z123-ORP3-UIKR-PU29,Насос центробежный герм. №62-2
470,11-ZIF-Z123-ORP3-UGRT-MQ01,Концентратор №83-1
471,11-ZIF-Z123-ORP3-UIKR-PU34-VA04,Клапан отсечной
472,11-ZIF-Z123-ORP3-USGN-PW01-TRNS,Трансформаторы
473,05-SGE-CSPS-UPST-1RP4-TRNS,Трансформаторы
474,11-ZIF-ZIF4-GMO4-UOSH-SC03,Пробоотборник с вращ. ножом №142-А7
475,72-OMK-TRUC-TR91,Автобус специальный №В942КВ49
476,11-RUD-CGTR-SEBT-CF01,Самосвал карьерный №136
477,11-ZIF-ZIF4-ORP4-UIZK-ML04-KIPA,Оборудование КИПиА поз.31-2
478,72-OMK-TRUC-TR17,Авт. легковой №А616АН49
479,11-MGO-CRGT-RGBV-BL02,Корпус РГБ вспомогательный
480,11-RUD-CGTR-SEBT-CC53,Самосвал карьерный №504
481,11-RUD-CGTR-SETT-UDOT-BZ10,Бульдозер колесный №3222
482,11-ZIF-Z123-GMO3-USRB-PU80,Насос центробежный №287-2
483,11-ZIF-ZIF4-GMO4-UDKU-TA14-VALV,Запорно-регулирующая арматура
484,11-ZIF-ZIF4-GMO4-UOSH-PU05,Насос центробежный №137-2
485,11-ZIF-ZIF4-HVHZ-PW01,Комплектная трансформаторная подстанция
486,11-ZIF-Z123-OBOK-BIO4-PU04,Насос центробежный №135-5/2
487,11-RUD-CGTR-SEBT-CD53,Самосвал карьерный №754
488,11-ZIF-Z123-ORP2-USGN-PI04-KIPA,Оборудование КИПиА
489,05-SGE-CSPS-UPST-1RP3-BB02-DISD,Устройства распределительные
490,05-SGE-CTVS-UTVS-UEXP-PL43-NS43-PUMP,Насосы
491,11-ENC-TEC2-LIFT,Оборудование грузоподъемное
492,11-ZIF-Z123-ORP3-UIKR-ML01-SELC,Силовая электроника
493,71-TRA-AVTR-AVT3-TR1A,Полуприцеп №МР539624
494,03-ZIF-0GMO-OTRG-PU25,Насос подачи каустика поз.214
495,71-PPE-TEHS-AVRM-MACH,Оборудование станочное
496,71-TRA-AVTR-AVT1-LF04,Автокран №А805НН
497,05-SGE-CSPS-UPST-PW39-DD02,Яч. РУ-10 кВ КТП-38 ОМ-4/8 ОПУ
498,11-ICC-LGMP-TANK,Оборудование лабораторное
499,71-PPE-SKLA-SMTB-LIFT,Оборудование грузоподъемное
500,11-RUD-CGTR-SEBT-CD15,Самосвал карьерный №716
501,73-VER-TRUC-TR74,Автобус вахтовый №Р414УТ
502,73-BOD-TRUC-TR16,Полуприцеп №АК6975
503,11-ZIF-Z123-ORP1-UFLT-PU02-KIPA,Оборудование КИПиА
504,71-NAZ-TRUC-LF01,Погрузчик №КУ7726
505,03-ZIF-0GMO-UDSR-SIZE,Оборуд-е для классификации по крупности
506,11-ZIF-Z123-ORP2-PW01,Комплектная трансформаторная подстанция
507,11-ZIF-Z123-OBOK-BIO1,БИО-1
508,11-CSP-UPSG-PNER-TRNS,Трансформаторы
509,05-ZIF-3GMU-1OSC-HT09,Уст-ка газоочистная В44
510,11-ZIF-Z123-OBOK-BIO2-PU17,Насос центробежный №151
511,71-TRA-AVTR-AVT2-TR14,Самосвал №А149ЕР124
512,11-ZIF-Z123-HVHZ-SNOV-PU12,Передвижная насосная станция №2
513,11-OZH-OZVP-BL18-VENT,Вентиляторы
514,03-ZAP-ZPOS-KOTL,Котельная УКМТ
515,11-OZH-OZVP-BL19-HEAT,Оборудование отопления и кондиционир-я
516,11-ZIF-Z123-ORP2-UKDR-VENT,Вентиляторы
517,11-ZIF-Z123-GMO3-USRB-TA40,Чан контактный №292-6
518,11-ZIF-Z123-UPVC-UCEN-SELC,Силовая электроника
519,03-RUD-UVSP-BZ05,Бульдозер №1405
520,05-KAR-SGMT-URKO-PGFR,Погрузчики фронтальные
521,11-ZIF-Z123-GMO2-UREG-TA23,Сборник №217-2
522,11-RUD-CGTR-SEBT-CF13,Самосвал карьерный №148
523,11-ZIF-Z123-UPPR-KPRK-ML02-ASUT,АСУТП
524,05-ZIF-5UPR-TA20-KIPA,Оборудование КИПиА
525,05-SGE-CSPS-UPST-PW17,ТП-41 ОМ-8 Дренаж.
526,05-ZIF-2ORP-1OIZ-SI01,Грохот вибр. I.002.01
527,11-ICC-LPMP-SELC,Силовая электроника
528,11-ZIF-Z123-ORP2-USGN-PU14,Насос центробежный №82-2
529,11-CSP-UDES-EAPP,Аппараты электрические
530,71-TRA-AVTR-AVT1-TR77,Автоцистерна вакуумная №С970КТ
531,11-ENC-UOS2-VENT,Вентиляторы
532,72-UPR-SKLA-STMC-PUMP,Насосы
533,11-ZIF-ZIF4-BL01-SHLD,"Шкафы, щиты, панели"
534,11-ENC-TEC1-BO09,Котёл паровой
535,05-SGE-CSPS-UPST-PW89-DD02,Яч. РУ-10 кВ КТП-81 ТИ-55/56 НСОВ
536,11-ZIF-Z123-ORP3-UIKR-CN14-ASUT,АСУТП
537,11-ZIF-Z123-STKM-UKM1-BL01-ASUT,АСУТП
538,71-TRA-AVTR-AVT2-TR5F,Самосвал №У521ХН24
539,11-ZIF-Z123-GMO2-USR1-PI03,Пульподелитель 4-х струйный №142
540,11-ENC-TEC2-TNC4-SHLD,"Шкафы, щиты, панели"
541,11-ZIF-Z123-ORP3-UFLT-TA06,Зумпф №47
542,11-OZH-HSBM-BL01-VENT,Вентиляторы
543,11-ZIF-Z123-UPVC-UCEN-PIPE,Трубопроводы
544,11-ZIF-ZIF4-ORP4-UFLT-PI03-VA03,Клапан донный регулируемый №2
545,72-OMK-UGEN-HEAT,Оборудование отопления и кондиционир-я
546,05-SGE-CSPS-UPST-PW25-DD02,Яч. РУ-10 кВ 1КТП2 ЭО МШЦ
547,11-ZIF-Z123-OBOK-BIO2-TA15,Реактор биоокисления №167-2-1
548,11-ZIF-Z123-GMO3-URUG-TA07,Колонна сорбции №238-5
549,05-ZIF-3GMU-1OSC-3US1-PU19,Насос ц/б I.812.1
550,11-ZIF-Z123-CS05-SHLD,"Шкафы, щиты, панели"
551,03-KON-PPRC-TR02,Полуприцеп бортовой №3002
552,11-ZIF-Z123-GMO1-UREG-FILT,Фильтры
553,72-OMK-TRUC-TR1W,Автомобиль грузовой-бортовой №Х413АВ49
554,11-ZIF-Z123-GMO1-UREG-TA25-KIPA,Оборудование КИПиА
555,05-ZIF-3GMU-1OSC-HT05,Уст-ка газоочистная В35
556,71-TRA-AVTR-AVT2-TR0Z,Прицеп №МР5436
557,11-ZIF-Z123-ORP2-UFLT-PU22,Насос центробежный №34-1
558,11-ZIF-Z123-OBOK-BIO4-PI02,Пульподелитель 3-х струйный №166а-1
559,05-SGE-CTVS-UKTL-KSTZ-TECH,Оборудование тепломеханическое
560,11-ZIF-ZIF4-GMO4-UDKU-TA20-KIPA,Оборудование КИПиА
561,11-ICC-LBMS-PUMP,Насосы
562,72-OMK-TRUC-TR62,Автобус специальный №В634ЕВ49
563,03-RUD-UVSP-BZ01,Бульдозер №1401
564,05-SGE-CTVS-UKTL-KSTZ-PI06,Трубопр.отопления с ЗРА Кот.АБК ЗИФ
565,11-ZIF-Z123-UPPR-KPRK-TA12-KIPA,Оборудование КИПиА
566,71-LES-TRUC-TR45,Автобус вахтовый №С130РН124
567,11-ZIF-Z123-STKM-UKM1-KMP1-RP04-EAPP,Аппараты электрические
568,73-TAK-SKLA-SGSM-TANK,Оборудование емкостное
569,05-ZIF-2ORP-2OGR,Отд. гравитац. обогащ.
570,05-SGE-CSPS-UPST-PW84,ТП-5 ТИ-4356 Перекачной насос №1
571,11-ZIF-Z123-OBOK-OFZF-TA11,Емкость для раств-я азотокислого свинца
572,73-BOD-TRUC-TR06,Автомобиль грузовой №А067РН
573,05-SGE-CTVS-UTVS-UEXP-PI15,Трубопровод ст.3 п.-43 пл-ка
574,05-ZIF-5UPR-PU19-KIPA,Оборудование КИПиА
575,11-ZIF-Z123-OBOK-BIO2-TA23-KIPA,Оборудование КИПиА
576,11-ZIF-Z123-STKM-UKM2-KMP2-KIPA,Оборудование КИПиА
577,05-ZIF-3GMU-1OSC-3US1-PU06-KIPA,Оборудование КИПиА
578,11-ZIF-Z123-PLAV-OV04-KIPA,Оборудование КИПиА
579,11-ZIF-ZIF4-ORP4-PWCO,Подстанции трансформаторные
580,71-TRA-AVTR-AVT3-TR5S,Тягач седельный №Р733НК124
581,11-ZIF-Z123-GMO3-UOBZ-PU06-KIPA,Оборудование КИПиА
582,11-ZIF-Z123-ORP2-UIKR-ML01,Мельницы полусамоизмельчения №10
583,11-RUD-CGTR-SEBT-VL06,Самосвал №67
584,11-CSP-UPSB-PBLG-TRNS,Трансформаторы
585,11-ZIF-ZIF4-GMO4-USOC-TA26-KIPA,Оборудование КИПиА
586,11-ZIF-Z123-STKM-UKM1-KO08-KIPA,Оборудование КИПиА
587,03-ZIF-ORPO-GROH-PU04-KIPA,Оборудование КИПиА
588,11-ZIF-ZIF4-GMO4-UOSH-PUMP-KIPA,Оборудование КИПиА
589,71-TRA-AVTR-AVT2-TR1Q,Прицеп-самосвальный №МС2994
590,11-ZIF-Z123-ORP3-UIKR-TA13,Зумпф
591,03-ZIF-ORPO-UFLT-PU07-KIPA,Оборудование КИПиА
592,11-ENC-TEC1-BO02-TECH,Оборудование тепломеханическое
593,11-ZIF-Z123-GMO1-USRB-TA09-KIPA,Оборудование КИПиА
594,11-ZIF-Z123-STKM-UKM1-KMP1-PW01-TRNS,Трансформаторы
595,11-ZIF-ZIF4-ORP4-UFLT-PI03-VA04,Клапан регулируемый №1. CuSO4
596,11-ZIF-Z123-ORP2-USGN-PU15,Насос центробежный №82-3
597,11-ZIF-Z123-ORP3-UIKR-TA05-KIPA,Оборудование КИПиА
598,71-PPE-SKLA-SMTB-DCMT,Машины электрические
599,71-TRA-AVTR-AVTP-TR0R,Автомобиль грузовой №С525МН
600,05-ZIF-2ORP-2OGR-PU09,Насос пульповый I.051.1
601,03-UTS-PNS2-KIPA,Оборудование КИПиА
602,72-OMK-TRUC-TRF4,Автомобиль грузовой-борт.Hilux№А802ВЕ49
603,11-ZIF-Z123-GMO2-USR1-TA22-KIPA,Оборудование КИПиА
604,03-ZIF-0GMO-OTRG-PU25-KIPA,Оборудование КИПиА
605,11-RUP-UAMU,Участок агрегатномоторный РУП
606,71-TRA-AVTR-AVT1-TR19,Авто грузопассаж №А932НН124
607,05-PAL-BL04,Пункт тепловой УПП
608,11-RUD-CGTR-SETT-UCTT-EX02,Экскаватор гидравлический №11
609,11-ZIF-Z123-OBOK-BIO1-TA06,Реактор биоокисления №106-1-4
610,05-SGE-CTVS-UKTL-UKOP-TANK,Оборудование емкостное
611,05-SGE-CSPS-UPST-PW45,ТП-23 РД-13 БШД 45
612,11-ZIF-ZIF4-GMO4-UOSH-TA18,Чан расходный №167
613,11-ZIF-Z123-UPPR-BLDN,Здания производственные и бытовые
614,05-AHB-BL15,Здание Дом отдыха
615,11-ENC-VODZ-SHIR,Водозабор Широкий
616,05-ZIF-1RDK-VENT,Вентиляторы
617,11-ZIF-Z123-GMO2-USR2-PU14,Насос центробежный №199-3
618,11-ZIF-Z123-GMO3-PW06-DISD,Устройства распределительные
619,71-TRA-AVTR-AVTP-TR0I,Автобус №Р344КН
620,11-ZIF-Z123-ORP3-SHSU,Щиты станции управления(ЩСУ)
621,03-ZIF-ORPO-UIZR-PU03-KIPA,Оборудование КИПиА
622,11-ZIF-ZIF4-ORP4-UIZK-PI02-KIPA,Оборудование КИПиА поз.37-2
623,11-ZIF-ZIF4-ORP4-UFLT-PU09,Насос центробежный №65-2
624,11-ZIF-Z123-GMO1-USRB-TA24,Колонна сорбции №103/2-7
625,11-ZIF-Z123-GMO3-UGHD-TANK,Оборудование емкостное
626,03-RUD,Рудоуправление (Карьер Вернинский)
627,11-ZIF-Z123-OBOK-BIO3-MQ10,Флотомашина №1-29-2
628,11-ZIF-ZIF4-ORP4-UFLT-TA06-VA03,Клапан регулируемый. Ксант.
629,73-VER-SKLA-SGSM-FIRE,АСПЗ (Противопожарные системы)
630,05-KAR-UTTR-B751,Самосвалы БелАЗ-75182
631,11-ZIF-Z123-OBOK-BIO2-SELC,Силовая электроника
632,73-VER-SKLA-SGSM-DCMT,Машины электрические
633,11-RUD-CGTR-SETT-UDST-BZ02,Бульдозер колесный №11
634,05-ZIF-3GMU-1OSC-4US2-TA05-KIPA,Оборудование КИПиА
635,11-ZIF-Z123-OBOK-BIO2-TA06,Чан усреднительный с ПУ №152А-2
636,11-ZIF-Z123-ORP1-UFLT-PU11-KIPA,Оборудование КИПиА
637,05-ZIF-4GTS-KSGU-DY01,Сгуститель хвостов I.077
638,11-ZIF-ZIF4-ORP4-UIZK-MILL,Оборудование дробильно-размольное
639,05-SGE-CTVS-UKTL-UKOP-TH03,Котел водогр. электрический №3
