,Завод,ЕО код,ЕО описание,Основной Класс ЕО код,Основной Класс ЕО описание,Класс ЕО код,Техместо код,Техместо описание,Вышестоящее техместо код,Вышестоящее техместо наименование,Дата начала эксплуатации
1167,Полюс Вернинское,100000008667,Самосвал карьерный HD785-7 №1610,E01_01,Самосвалы карьерные,Самосвалы карьерные,03-CTT-KD02,Самосвал №1610,03-CTT-K787,Самосвалы Komatsu HD785-7,14.10.2012
1168,Полюс Вернинское,100000009423,Компьютер промышл. бортовой Trax-10 LP,E01_01,Самосвалы карьерные,Компьютеры промышленные бортовые,03-CTT-KD02,Самосвал №1610,03-CTT-K787,Самосвалы Komatsu HD785-7,18.08.2017
1169,Полюс Вернинское,100000009781,ДВС SAA12V140E-3B №506086,E01_01,Самосвалы карьерные,Узлы. ДВС,03-CTT-KD02,Самосвал №1610,03-CTT-K787,Самосвалы Komatsu HD785-7,22.08.2021
1170,Полюс Вернинское,100000010300,Кузов,E01_01,Самосвалы карьерные,Узлы,03-CTT-KD02,Самосвал №1610,03-CTT-K787,Самосвалы Komatsu HD785-7,14.10.2012
1171,Полюс Вернинское,100000008680,Погрузчик фронтальный 966H №TAL02169,E17_11,Погрузчики фронтальн,Погрузчики фронтальные,03-RUD-EKSK-VOBR-LF01,Погрузчик поз.1301,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,31.10.2012
1172,Полюс Вернинское,100000008668,Самосвал карьерный HD785-7 №1611,E01_01,Самосвалы карьерные,Самосвалы карьерные,03-CTT-KD03,Самосвал №1611,03-CTT-K787,Самосвалы Komatsu HD785-7,30.01.2013
1173,Полюс Вернинское,100000009424,Компьютер промышл. бортовой Trax-10 LP,E01_01,Самосвалы карьерные,Компьютеры промышленные бортовые,03-CTT-KD03,Самосвал №1611,03-CTT-K787,Самосвалы Komatsu HD785-7,20.08.2017
1174,Полюс Вернинское,100000010301,Кузов,E01_01,Самосвалы карьерные,Узлы,03-CTT-KD03,Самосвал №1611,03-CTT-K787,Самосвалы Komatsu HD785-7,30.01.2013
1175,Полюс Вернинское,100000008669,Самосвал карьерный HD785-7 №1612,E01_01,Самосвалы карьерные,Самосвалы карьерные,03-CTT-KD04,Самосвал №1612,03-CTT-K787,Самосвалы Komatsu HD785-7,30.01.2013
1176,Полюс Вернинское,100000009425,Компьютер промышл. бортовой Trax-10 LP,E01_01,Самосвалы карьерные,Компьютеры промышленные бортовые,03-CTT-KD04,Самосвал №1612,03-CTT-K787,Самосвалы Komatsu HD785-7,20.08.2017
1177,Полюс Вернинское,100000009791,ДВС SAA12V140E-3B,E01_01,Самосвалы карьерные,Узлы. ДВС,03-CTT-KD04,Самосвал №1612,03-CTT-K787,Самосвалы Komatsu HD785-7,30.01.2013
1178,Полюс Вернинское,100000009795,Дифференциал,E01_01,Самосвалы карьерные,Узлы,03-CTT-KD04,Самосвал №1612,03-CTT-K787,Самосвалы Komatsu HD785-7,30.01.2013
1179,Полюс Вернинское,100000010302,Кузов,E01_01,Самосвалы карьерные,Узлы,03-CTT-KD04,Самосвал №1612,03-CTT-K787,Самосвалы Komatsu HD785-7,30.01.2013
1180,Полюс Вернинское,100000008670,Самосвал карьерный HD785-7 №1613,E01_01,Самосвалы карьерные,Самосвалы карьерные,03-CTT-KD05,Самосвал №1613,03-CTT-K787,Самосвалы Komatsu HD785-7,28.02.2013
1181,Полюс Вернинское,100000009426,Компьютер промышл. бортовой Trax-10 LP,E01_01,Самосвалы карьерные,Компьютеры промышленные бортовые,03-CTT-KD05,Самосвал №1613,03-CTT-K787,Самосвалы Komatsu HD785-7,23.08.2017
1182,Полюс Вернинское,100000009138,Экскаватор гидравл. PC2000-8 №1203,E03_01,Экскаваторы гидравли,Экскаваторы гидравлические,03-RUD-EKSK-OOBR-EX01,Экскаватор №1203,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,28.02.2013
1183,Полюс Вернинское,100000009399,Компьютер промышл. бортовой Trax-10 HP,E03_01,Экскаваторы гидравли,Компьютеры промышленные бортовые,03-RUD-EKSK-OOBR-EX01,Экскаватор №1203,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,27.08.2017
1184,Полюс Вернинское,100000008671,Самосвал карьерный HD785-7 №1614,E01_01,Самосвалы карьерные,Самосвалы карьерные,03-CTT-KD06,Самосвал №1614,03-CTT-K787,Самосвалы Komatsu HD785-7,29.03.2013
1185,Полюс Вернинское,100000009427,Компьютер промышл. бортовой Trax-10 LP,E01_01,Самосвалы карьерные,Компьютеры промышленные бортовые,03-CTT-KD06,Самосвал №1614,03-CTT-K787,Самосвалы Komatsu HD785-7,26.08.2017
1186,Полюс Вернинское,100000009803,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,03-CTT-KD06,Самосвал №1614,03-CTT-K787,Самосвалы Komatsu HD785-7,29.03.2013
1187,Полюс Вернинское,100000010304,Кузов,E01_01,Самосвалы карьерные,Узлы,03-CTT-KD06,Самосвал №1614,03-CTT-K787,Самосвалы Komatsu HD785-7,29.03.2013
1188,Полюс Вернинское,100000008675,Экскаватор гидравл. PC400-7 №1201,E03_01,Экскаваторы гидравли,Экскаваторы гидравлические,03-RUD-EKSK-VOBR-EX01,Экскаватор №1201,03-RUD-EKSK-VOBR-EXCV,Экскаваторы,26.04.2013
1189,Полюс Вернинское,100000009419,Компьютер промышл. бортовой Trax-10 LP,E03_01,Экскаваторы гидравли,Компьютеры промышленные бортовые,03-RUD-EKSK-VOBR-EX01,Экскаватор №1201,03-RUD-EKSK-VOBR-EXCV,Экскаваторы,11.09.2017
1190,Полюс Вернинское,100000010239,ДВС SAA6D125E-3,E03_01,Экскаваторы гидравли,Узлы. ДВС,03-RUD-EKSK-VOBR-EX01,Экскаватор №1201,03-RUD-EKSK-VOBR-EXCV,Экскаваторы,26.04.2013
1191,Полюс Вернинское,100000008676,Экскаватор гидравл. PC400-7 №1202,E03_01,Экскаваторы гидравли,Экскаваторы гидравлические,03-RUD-EKSK-VOBR-EX02,Экскаватор №1202,03-RUD-EKSK-VOBR-EXCV,Экскаваторы,26.04.2013
1192,Полюс Вернинское,100000009398,Компьютер промышл. бортовой Trax-10 LP,E03_01,Экскаваторы гидравли,Компьютеры промышленные бортовые,03-RUD-EKSK-VOBR-EX02,Экскаватор №1202,03-RUD-EKSK-VOBR-EXCV,Экскаваторы,28.07.2017
1193,Полюс Вернинское,100000010244,ДВС SAA6D125E-3,E03_01,Экскаваторы гидравли,Узлы. ДВС,03-RUD-EKSK-VOBR-EX02,Экскаватор №1202,03-RUD-EKSK-VOBR-EXCV,Экскаваторы,26.04.2013
1194,Полюс Вернинское,100000008672,Самосвал карьерный HD785-7 №1615,E01_01,Самосвалы карьерные,Самосвалы карьерные,03-CTT-KD07,Самосвал №1615,03-CTT-K787,Самосвалы Komatsu HD785-7,26.04.2013
1195,Полюс Вернинское,100000009428,Компьютер промышл. бортовой Trax-10 LP,E01_01,Самосвалы карьерные,Компьютеры промышленные бортовые,03-CTT-KD07,Самосвал №1615,03-CTT-K787,Самосвалы Komatsu HD785-7,28.08.2017
1196,Полюс Вернинское,100000009806,Дифференциал,E01_01,Самосвалы карьерные,Узлы,03-CTT-KD07,Самосвал №1615,03-CTT-K787,Самосвалы Komatsu HD785-7,26.04.2013
1197,Полюс Вернинское,100000009807,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,03-CTT-KD07,Самосвал №1615,03-CTT-K787,Самосвалы Komatsu HD785-7,26.04.2013
1198,Полюс Вернинское,100000010305,Кузов,E01_01,Самосвалы карьерные,Узлы,03-CTT-KD07,Самосвал №1615,03-CTT-K787,Самосвалы Komatsu HD785-7,26.04.2013
1199,Полюс Вернинское,100000009143,Бульдозер D6R №1405,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,03-RUD-UVSP-BZ05,Бульдозер №1405,03-RUD-UVSP,Выемочно-транспортный участок,29.04.2013
1200,Полюс Вернинское,100000009413,Компьютер бортовой Trek-773,E05_02,Бульдозеры гусеничны,Компьютеры промышленные бортовые,03-RUD-UVSP-BZ05,Бульдозер №1405,03-RUD-UVSP,Выемочно-транспортный участок,24.08.2021
1201,Полюс Вернинское,100000009142,Бульдозер D9R №1404,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,03-RUD-UVSP-BZ04,Бульдозер №1404,03-RUD-UVSP,Выемочно-транспортный участок,29.06.2013
1202,Полюс Вернинское,100000009412,Компьютер бортовой Trek-773,E05_02,Бульдозеры гусеничны,Компьютеры промышленные бортовые,03-RUD-UVSP-BZ04,Бульдозер №1404,03-RUD-UVSP,Выемочно-транспортный участок,04.11.2017
1203,Полюс Вернинское,100000010219,ДВС 3408C,E05_02,Бульдозеры гусеничны,Узлы. ДВС,03-RUD-UVSP-BZ04,Бульдозер №1404,03-RUD-UVSP,Выемочно-транспортный участок,29.06.2013
1204,Полюс Вернинское,100000008681,Погрузчик фронтальный 966H №TAL02749,E17_11,Погрузчики фронтальн,Погрузчики фронтальные,03-RUD-EKSK-VOBR-LF02,Погрузчик поз.1302,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,25.08.2013
1205,Полюс Вернинское,100000010149,ДВС C11 №TXE07853,E17_11,Погрузчики фронтальн,Узлы. ДВС,03-RUD-EKSK-VOBR-LF02,Погрузчик поз.1302,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,25.08.2013
1206,Полюс Вернинское,100000009134,Станок буровой DML HP 1450 №1106,E02_01,Станки буровые вращ.,Станки буровые вращ. бур. шарошками,03-RUD-UBVR-DR05,Станок буровой №1106,03-RUD-UBVR,Участок БВР,10.12.2013
1207,Полюс Вернинское,100000009448,Компьютер промышл. бортовой Trax-10 HP,E02_01,Станки буровые вращ.,Компьютеры промышленные бортовые,03-RUD-UBVR-DR05,Станок буровой №1106,03-RUD-UBVR,Участок БВР,24.11.2017
1208,Полюс Вернинское,100000009135,Станок буровой DML HP 1450 №1107,E02_01,Станки буровые вращ.,Станки буровые вращ. бур. шарошками,03-RUD-UBVR-DR06,Станок буровой №1107,03-RUD-UBVR,Участок БВР,10.12.2013
1209,Полюс Вернинское,100000009449,Компьютер промышл. бортовой Trax-10 HP,E02_01,Станки буровые вращ.,Компьютеры промышленные бортовые,03-RUD-UBVR-DR06,Станок буровой №1107,03-RUD-UBVR,Участок БВР,14.12.2017
1210,Полюс Вернинское,100000009845,Редуктор,E02_01,Станки буровые вращ.,Узлы,03-RUD-UBVR-DR06,Станок буровой №1107,03-RUD-UBVR,Участок БВР,10.12.2013
1211,Полюс Вернинское,100000009181,Автогрейдер ДЗ-98В.00100-110 №1504,E06_01,Автогрейдеры,Автогрейдеры,03-KON-0PDT-OS02,Автогрейдер №1504,03-KON-0PDT-ODRS,Оборудование дорожно-строительное,31.12.2013
1212,Полюс Вернинское,100000009441,Компьютер бортовой Trek-773,E06_01,Автогрейдеры,Компьютеры промышленные бортовые,03-KON-0PDT-OS02,Автогрейдер №1504,03-KON-0PDT-ODRS,Оборудование дорожно-строительное,16.11.2017
1213,Полюс Вернинское,100000009182,Автогрейдер ДЗ-98В.00100-110 №1505,E06_01,Автогрейдеры,Автогрейдеры,03-KON-0PDT-OS03,Автогрейдер №1505,03-KON-0PDT-ODRS,Оборудование дорожно-строительное,31.12.2013
1214,Полюс Вернинское,100000009442,Компьютер бортовой Trek-773,E06_01,Автогрейдеры,Компьютеры промышленные бортовые,03-KON-0PDT-OS03,Автогрейдер №1505,03-KON-0PDT-ODRS,Оборудование дорожно-строительное,14.11.2017
1215,Полюс Вернинское,100000008683,Погрузчик фронтальный WA500-3 №1308,E17_11,Погрузчики фронтальн,Погрузчики фронтальные,03-RUD-EKSK-VOBR-LF04,Погрузчик поз.1308,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,30.04.2014
1216,Полюс Вернинское,100000009404,Компьютер бортовой Trek-773,E17_11,Погрузчики фронтальн,Компьютеры промышленные бортовые,03-RUD-EKSK-VOBR-LF04,Погрузчик поз.1308,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,07.11.2017
1217,Полюс Вернинское,100000010154,Коробка передач,E17_11,Погрузчики фронтальн,Узлы,03-RUD-EKSK-VOBR-LF04,Погрузчик поз.1308,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,30.04.2014
1218,Полюс Вернинское,100000008684,Погрузчик фронтальный WA500-3 №1309,E17_11,Погрузчики фронтальн,Погрузчики фронтальные,03-RUD-EKSK-VOBR-LF05,Погрузчик поз.1309,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,30.04.2014
1219,Полюс Вернинское,100000009405,Компьютер бортовой Trek-773,E17_11,Погрузчики фронтальн,Компьютеры промышленные бортовые,03-RUD-EKSK-VOBR-LF05,Погрузчик поз.1309,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,08.11.2017
1220,Полюс Вернинское,100000010156,ДВС SA6D140E-3E-7,E17_11,Погрузчики фронтальн,Узлы. ДВС,03-RUD-EKSK-VOBR-LF05,Погрузчик поз.1309,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,30.04.2014
1221,Полюс Вернинское,100000010157,Коробка передач,E17_11,Погрузчики фронтальн,Узлы,03-RUD-EKSK-VOBR-LF05,Погрузчик поз.1309,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,30.04.2014
1222,Полюс Вернинское,100000009144,Бульдозер D155A-5 №1412,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,03-RUD-UVSP-BZ06,Бульдозер №1412,03-RUD-UVSP,Выемочно-транспортный участок,01.06.2014
1223,Полюс Вернинское,100000009414,Компьютер бортовой Trek-773,E05_02,Бульдозеры гусеничны,Компьютеры промышленные бортовые,03-RUD-UVSP-BZ06,Бульдозер №1412,03-RUD-UVSP,Выемочно-транспортный участок,24.08.2021
1224,Полюс Вернинское,100000008677,Экскаватор гидравл. PC400-7 №1211,E03_01,Экскаваторы гидравли,Экскаваторы гидравлические,03-RUD-EKSK-VOBR-EX04,Экскаватор №1211,03-RUD-EKSK-VOBR-EXCV,Экскаваторы,01.05.2014
1225,Полюс Вернинское,100000009402,Компьютер промышл. бортовой Trax-10 LP,E03_01,Экскаваторы гидравли,Компьютеры промышленные бортовые,03-RUD-EKSK-VOBR-EX04,Экскаватор №1211,03-RUD-EKSK-VOBR-EXCV,Экскаваторы,30.08.2017
1226,Полюс Вернинское,100000008685,Погрузчик фронтальный WA500-3 №1310,E17_11,Погрузчики фронтальн,Погрузчики фронтальные,03-RUD-EKSK-VOBR-LF06,Погрузчик поз.1310,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,28.05.2014
1227,Полюс Вернинское,100000009406,Компьютер бортовой Trek-773,E17_11,Погрузчики фронтальн,Компьютеры промышленные бортовые,03-RUD-EKSK-VOBR-LF06,Погрузчик поз.1310,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,09.11.2017
1228,Полюс Вернинское,100000010160,Коробка передач,E17_11,Погрузчики фронтальн,Узлы,03-RUD-EKSK-VOBR-LF06,Погрузчик поз.1310,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,28.05.2014
1229,Полюс Вернинское,100000009146,Бульдозер D375A-5 №1414,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,03-RUD-UVSP-BZ08,Бульдозер №1414,03-RUD-UVSP,Выемочно-транспортный участок,01.06.2014
1230,Полюс Вернинское,100000009416,Компьютер бортовой Trek-773,E05_02,Бульдозеры гусеничны,Компьютеры промышленные бортовые,03-RUD-UVSP-BZ08,Бульдозер №1414,03-RUD-UVSP,Выемочно-транспортный участок,13.10.2017
1231,Полюс Вернинское,100000008678,Экскаватор PC400-7 №1213,E03_01,Экскаваторы гидравли,Экскаваторы гидравлические,03-RUD-EKSK-VOBR-EX05,Экскаватор №1213,03-RUD-EKSK-VOBR-EXCV,Экскаваторы,01.07.2014
1232,Полюс Вернинское,100000008686,Погрузчик фронтальный WA500-3 №1311,E17_11,Погрузчики фронтальн,Погрузчики фронтальные,03-RUD-EKSK-VOBR-LF07,Погрузчик поз.1311,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,02.07.2014
1233,Полюс Вернинское,100000009407,Компьютер бортовой Trek-773,E17_11,Погрузчики фронтальн,Компьютеры промышленные бортовые,03-RUD-EKSK-VOBR-LF07,Погрузчик поз.1311,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,27.08.2021
1234,Полюс Вернинское,100000009145,Бульдозер D375A-5 №1413,E05_02,Бульдозеры гусеничны,Бульдозеры гусеничные,03-RUD-UVSP-BZ07,Бульдозер №1413,03-RUD-UVSP,Выемочно-транспортный участок,02.07.2014
1235,Полюс Вернинское,100000009415,Компьютер бортовой Trek-773,E05_02,Бульдозеры гусеничны,Компьютеры промышленные бортовые,03-RUD-UVSP-BZ07,Бульдозер №1413,03-RUD-UVSP,Выемочно-транспортный участок,01.11.2017
1236,Полюс Вернинское,100000009180,Автогрейдер TG230A №1507,E06_01,Автогрейдеры,Автогрейдеры,03-KON-0PDT-OS05,Автогрейдер №1507,03-KON-0PDT-ODRS,Оборудование дорожно-строительное,20.09.2014
1237,Полюс Вернинское,100000009444,Компьютер бортовой Trek-773,E06_01,Автогрейдеры,Компьютеры промышленные бортовые,03-KON-0PDT-OS05,Автогрейдер №1507,03-KON-0PDT-ODRS,Оборудование дорожно-строительное,20.11.2018
1238,Полюс Вернинское,100000009179,Автогрейдер TG230A №1506,E06_01,Автогрейдеры,Автогрейдеры,03-KON-0PDT-OS04,Автогрейдер №1506,03-KON-0PDT-ODRS,Оборудование дорожно-строительное,20.09.2014
1239,Полюс Вернинское,100000008687,Погрузчик фронтальный WA500-3 №1312,E17_11,Погрузчики фронтальн,Погрузчики фронтальные,03-RUD-EKSK-VOBR-LF08,Погрузчик поз.1312,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,20.09.2014
1240,Полюс Вернинское,100000009408,Компьютер бортовой Trek-773,E17_11,Погрузчики фронтальн,Компьютеры промышленные бортовые,03-RUD-EKSK-VOBR-LF08,Погрузчик поз.1312,03-RUD-EKSK-VOBR-LIFT,Оборудование грузоподъемное,13.11.2017
1241,Полюс Вернинское,100000008679,Экскаватор гидравл. PC220-8 №1214,E03_01,Экскаваторы гидравли,Экскаваторы гидравлические,03-RUD-EKSK-VOBR-EX06,Экскаватор №1214,03-RUD-EKSK-VOBR-EXCV,Экскаваторы,12.09.2015
1242,Полюс Вернинское,100000010169,Коробка передач,E17_11,Погрузчики фронтальн,Узлы,03-RUD-EKSK-OOBR-LF01,Погрузчик поз.1304,03-RUD-EKSK-OOBR-LIFT,Оборудование грузоподъемное,30.07.2012
1243,Полюс Вернинское,100000010303,Кузов,E01_01,Самосвалы карьерные,Узлы,03-CTT-KD05,Самосвал №1613,03-CTT-K787,Самосвалы Komatsu HD785-7,28.02.2013
1244,Полюс Вернинское,100000008673,Самосвал карьерный 785C №1619,E01_01,Самосвалы карьерные,Самосвалы карьерные,03-CTT-CC01,Самосвал №1619,03-CTT-C785,Самосвалы CAT 785C,12.12.2017
1245,Полюс Вернинское,100000008674,Самосвал карьерный 785C №1620,E01_01,Самосвалы карьерные,Самосвалы карьерные,03-CTT-CC02,Самосвал №1620,03-CTT-C785,Самосвалы CAT 785C,12.12.2017
1246,Полюс Вернинское,100000009440,Компьютер промышл. бортовой Trax-10 LP,E01_01,Самосвалы карьерные,Компьютеры промышленные бортовые,03-CTT-CC02,Самосвал №1620,03-CTT-C785,Самосвалы CAT 785C,17.12.2017
1247,Полюс Вернинское,100000009819,Коробка передач,E01_01,Самосвалы карьерные,Узлы,03-CTT-CC02,Самосвал №1620,03-CTT-C785,Самосвалы CAT 785C,12.12.2017
1248,Полюс Вернинское,100000009782,Коробка передач,E01_01,Самосвалы карьерные,Узлы,03-CTT-KD02,Самосвал №1610,03-CTT-K787,Самосвалы Komatsu HD785-7,14.10.2012
1249,Полюс Вернинское,100000009784,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,03-CTT-KD02,Самосвал №1610,03-CTT-K787,Самосвалы Komatsu HD785-7,14.10.2012
1250,Полюс Вернинское,100000009783,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,03-CTT-KD02,Самосвал №1610,03-CTT-K787,Самосвалы Komatsu HD785-7,14.10.2012
1251,Полюс Вернинское,100000006408,Самосвал карьерный HD1500-8 №1621,E01_01,Самосвалы карьерные,Самосвалы карьерные,03-CTT-KM01,Самосвал №1621,03-CTT-K150,Самосвалы Komatsu HD1500-8,01.03.2019
1252,Полюс Вернинское,100000009823,Редуктор бортовой правый,E01_01,Самосвалы карьерные,Узлы,03-CTT-KM01,Самосвал №1621,03-CTT-K150,Самосвалы Komatsu HD1500-8,01.03.2019
1253,Полюс Вернинское,100000010272,Компьютер промышл. бортовой Trax-10 LP,E01_01,Самосвалы карьерные,Компьютеры промышленные бортовые,03-CTT-CC01,Самосвал №1619,03-CTT-C785,Самосвалы CAT 785C,01.03.2019
1254,Полюс Вернинское,100000010308,Кузов,E01_01,Самосвалы карьерные,Узлы,03-CTT-KM01,Самосвал №1621,03-CTT-K150,Самосвалы Komatsu HD1500-8,01.03.2019
1255,Полюс Вернинское,100000021251,Компьютер промышл. бортовой Trax-10 LP,E01_01,Самосвалы карьерные,Компьютеры промышленные бортовые,03-CTT-KM01,Самосвал №1621,03-CTT-K150,Самосвалы Komatsu HD1500-8,20.03.2020
1256,Полюс Вернинское,100000009821,ДВС SDA16V159-3,E01_01,Самосвалы карьерные,Узлы. ДВС,03-CTT-KM01,Самосвал №1621,03-CTT-K150,Самосвалы Komatsu HD1500-8,01.03.2019
1257,Полюс Вернинское,100000006410,Самосвал карьерный HD1500-8 №1623,E01_01,Самосвалы карьерные,Самосвалы карьерные,03-CTT-KM03,Самосвал №1623,03-CTT-K150,Самосвалы Komatsu HD1500-8,01.03.2019
1258,Полюс Вернинское,100000010310,Кузов,E01_01,Самосвалы карьерные,Узлы,03-CTT-KM03,Самосвал №1623,03-CTT-K150,Самосвалы Komatsu HD1500-8,01.03.2019
1259,Полюс Вернинское,100000021291,Компьютер промышл. бортовой Trax-10 LP,E01_01,Самосвалы карьерные,Компьютеры промышленные бортовые,03-CTT-KM03,Самосвал №1623,03-CTT-K150,Самосвалы Komatsu HD1500-8,22.03.2020
1260,Полюс Вернинское,100000009831,ДВС SDA16V159-3,E01_01,Самосвалы карьерные,Узлы. ДВС,03-CTT-KM03,Самосвал №1623,03-CTT-K150,Самосвалы Komatsu HD1500-8,01.03.2019
1261,Полюс Вернинское,100000006409,Самосвал карьерный HD1500-8 №1622,E01_01,Самосвалы карьерные,Самосвалы карьерные,03-CTT-KM02,Самосвал №1622,03-CTT-K150,Самосвалы Komatsu HD1500-8,01.03.2019
1262,Полюс Вернинское,100000009827,Редуктор бортовой левый,E01_01,Самосвалы карьерные,Узлы,03-CTT-KM02,Самосвал №1622,03-CTT-K150,Самосвалы Komatsu HD1500-8,01.03.2019
1263,Полюс Вернинское,100000010309,Кузов,E01_01,Самосвалы карьерные,Узлы,03-CTT-KM02,Самосвал №1622,03-CTT-K150,Самосвалы Komatsu HD1500-8,01.03.2019
1264,Полюс Вернинское,100000021300,Компьютер промышл. бортовой Trax-10 LP,E01_01,Самосвалы карьерные,Компьютеры промышленные бортовые,03-CTT-KM02,Самосвал №1622,03-CTT-K150,Самосвалы Komatsu HD1500-8,22.03.2020
1265,Полюс Вернинское,100000009830,ДВС SDA16V159-3,E01_01,Самосвалы карьерные,Узлы. ДВС,03-CTT-KM02,Самосвал №1622,03-CTT-K150,Самосвалы Komatsu HD1500-8,01.03.2019
1266,Полюс Вернинское,100000006414,Экскаватор гидравл. PC400LC-7 №1210,E03_01,Экскаваторы гидравли,Экскаваторы гидравлические,03-RUD-EKSK-VOBR-EX03,Экскаватор №1210,03-RUD-EKSK-VOBR-EXCV,Экскаваторы,22.03.2019
1267,Полюс Вернинское,100000010250,Стрела,E03_01,Экскаваторы гидравли,Узлы,03-RUD-EKSK-VOBR-EX03,Экскаватор №1210,03-RUD-EKSK-VOBR-EXCV,Экскаваторы,22.03.2019
1268,Полюс Вернинское,100000007096,Станок буровой SmartROC D65-10LF №1108,E02_01,Станки буровые вращ.,Станки буровые вращ. бур. шарошками,03-RUD-UBVR-DR07,Станок буровой №1108,03-RUD-UBVR,Участок БВР,31.05.2019
1269,Полюс Вернинское,100000009403,Компьютер промышл. бортовой Trax-10 LP,E02_01,Станки буровые вращ.,Компьютеры промышленные бортовые,03-RUD-UBVR-DR07,Станок буровой №1108,03-RUD-UBVR,Участок БВР,30.08.2018
1270,Полюс Вернинское,100000010292,ДВС C15,E02_01,Станки буровые вращ.,Узлы. ДВС,03-RUD-UBVR-DR07,Станок буровой №1108,03-RUD-UBVR,Участок БВР,31.05.2019
1271,Полюс Вернинское,100000007087,Экскаватор электрический WK-20 №1220,E03_02,Экскаваторы электрич,Экскаваторы электрические,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1272,Полюс Вернинское,100000021523,Компьютер промышл. бортовой Trax-10 HP,E03_02,Экскаваторы электрич,Компьютеры промышленные бортовые,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,01.11.2017
1273,Полюс Вернинское,100000025391,ЭД асинх  YJ13L3,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1274,Полюс Вернинское,100000025392,ЭД асинх  YJ13L3,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1275,Полюс Вернинское,100000025393,ЭД асинх YJ13L4,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1276,Полюс Вернинское,100000025394,ЭД асинх YE2-132S,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1277,Полюс Вернинское,100000025395,ЭД асинх YE2-90S,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1278,Полюс Вернинское,100000025396,ЭД асинх  M2BAX 100LB 4,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1279,Полюс Вернинское,100000025397,ЭД асинх  M2BAX 100LB 4,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1280,Полюс Вернинское,100000025398,ЭД асинх YX3-121M-4,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
1281,Полюс Вернинское,100000025399,ЭД асинх DYP-132S-4G,E03_02,Экскаваторы электрич,Двигатели асинхронные,03-RUD-EKSK-OOBR-EX04,Экскаватор №1220,03-RUD-EKSK-OOBR-EXCV,Экскаваторы,30.06.2019
