,Название ЕО,ЕО,ТекстПланаПредупрТОРО,Название ВРТ,ВидЗаказа,Заказ,КраткийТекст заказа,СистСтатус,ПользСтатус,ПланДатаНачала,НовДатаНачала,ПланДатаНачала_month,НовДатаНачала_month,статус переноса,planned_in_jan_and_remaining_in_jan,planned_in_jan_moved_to_somewhere,planned_in_jan_moved_to_feb,planned_in_jan_moved_to_mar,planned_in_jan_moved_to_apr,planned_in_jan_moved_to_may,planned_in_jan_moved_to_jun,planned_in_jan_moved_to_jul,planned_in_jan_moved_to_aug,planned_in_jan_moved_to_sep,planned_in_jan_moved_to_oct,planned_in_jan_moved_to_nov,planned_in_jan_moved_to_dec,eo_description,teh_mesto,mvz,eo_class_code,eo_class_description,eo_main_code,eo_main_description,eo_main_class_code,eo_main_class_description,teh_mesto_description,level_upper,code,level_1,level_1_code,level_2_code,level_2_path,level_3_code,level_5,level_6,level_7,level_8,level_1_description,Unnamed: 0,Название технического места
819,ЭД асинх АИРМ132S4E3,100000009359,(ТО) АИРМ132S4E3,Техническое обслуживание,APP1,1100359294,(ТО) АИРМ132S4E3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-04-17,6,4,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх АИРМ132S4E3,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_01,Двигатели асинхронные,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
820,ЭД асинх 4МТКН411-8,100000009358,(ТО) 4МТКН411-8,Техническое обслуживание,APP1,1100358856,(ТО) 4МТКН411-8,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-27,2022-04-17,6,4,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД асинх 4МТКН411-8,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_01,Двигатели асинхронные,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
821,Генератор напора_4ГПЭМ 170-1/1,100000009352,(ТО) 4ГПЭМ 170-1/1,Техническое обслуживание,APP1,1100358936,(ТО) 4ГПЭМ 170-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Генератор напора_4ГПЭМ 170-1/1,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_03,Двигатели постоянного тока,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
822,Генератор подъёма_ 4ГПЭМ 600-1/1,100000009355,(ТО) 4ГПЭМ 600-1/1,Техническое обслуживание,APP1,1100358947,(ТО) 4ГПЭМ 600-1/1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Генератор подъёма_ 4ГПЭМ 600-1/1,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_03,Двигатели постоянного тока,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
823,ЭД пост тока ДЭ-812,100000009347,Электродвигатель ДЭ-812 ЧАС,Техническое обслуживание,APP1,1100369371,(ТО) ДЭ-812 К 001,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД пост тока ДЭ-812,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_03,Двигатели постоянного тока,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
824,ЭД синх ДСЭ-750-6,100000009354,(ТО) ДСЭ-750-6,Техническое обслуживание,APP1,1100358847,(ТО) ДСЭ-750-6,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД синх ДСЭ-750-6,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_02,Двигатели синхронные,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
825,ЭД пост тока ДЭ-812,100000009711,(ТО) ДЭ-812,Техническое обслуживание,APP1,1100359118,(ТО) ДЭ-812,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД пост тока ДЭ-812,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_03,Двигатели постоянного тока,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
826,ЭД пост тока ДЭВ-814,100000009349,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359035,(ТО) ДЭВ-814,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД пост тока ДЭВ-814,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_03,Двигатели постоянного тока,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
827,ЭД пост тока ДЭ-818,100000009712,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359059,(ТО) ДЭ-818 К 023,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД пост тока ДЭ-818,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_03,Двигатели постоянного тока,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
828,ЭД пост тока ДЭ-818,100000009351,(ТО) ДЭ-818,Техническое обслуживание,APP1,1100359047,(ТО) ДЭ-818 К 005,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД пост тока ДЭ-818,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_03,Двигатели постоянного тока,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
829,ЭД пост тока 4ГПЭ 300-1/2,100000009353,(ТО) 4ГПЭ 300-1/2,Техническое обслуживание,APP1,1100358921,(ТО) 4ГПЭ 300-1/2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД пост тока 4ГПЭ 300-1/2,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_03,Двигатели постоянного тока,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
830,ЭД пост тока ДЭВ-814,100000009350,(ТО) ДЭВ-814,Техническое обслуживание,APP1,1100359187,(ТО) ДЭВ-814 К 004,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД пост тока ДЭВ-814,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_03,Двигатели постоянного тока,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
831,ЭД пост тока Д-12,100000009356,(ТО) Д-12,Техническое обслуживание,APP1,1100359018,(ТО) Д-12,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-28,2022-06-28,6,6,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,ЭД пост тока Д-12,03-RUD-EKSK-OOBR-EX02,1212011220.0,E32_03,Двигатели постоянного тока,100000009136,Экскаватор электрический ЭКГ-10 №1207,E03_02,Экскаваторы электрич,Экскаватор №1207,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX02,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
832,Самосвал карьерный HD1500-8 №1621,100000006408,ТР Самосвал HD1500-8 №1621,Текущий ремонт,APP1,1100381263,ТР Самосвал HD1500-8 №1621,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-06-29,2022-07-13,6,7,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1621,03-CTT-KM01,1213011320.0,E01_01,Самосвалы карьерные,100000006408,Самосвал карьерный HD1500-8 №1621,E01_01,Самосвалы карьерные,Самосвал №1621,03-CTT-K150,first03-CTT-KM01,first03,03,CTT,03-CTT,KM01,-,KM01,no_data,no_data,Полюс Вернинское,8146,Самосвалы Komatsu HD1500-8
833,Самосвал карьерный БЕЛАЗ-7547 №2443,100000068229,ТО БелАЗ 7451 СЛ №3,Техническое обслуживание 1,APP1,1100368892,ТО-1 БелАЗ 7451 СЛ №3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-29,2022-06-29,6,6,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2443,03-KON-OBSL-OB04,1245112123.0,E01_01,Самосвалы карьерные,100000068229,Самосвал карьерный БЕЛАЗ-7547 №2443,E01_01,Самосвалы карьерные,БелАЗ-7547 №2443,03-KON-OBSL-PBEL,first03-KON-OBSL-OB04,first03,03,KON,03-KON,OBSL,-,OBSL,OB04,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
834,Самосвал карьерный HD1500-8 №1621,100000006408,Самосвал HD1500-8 №1621 МТЧ,Техническое обслуживание 1,APP1,1100360312,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-06-29,2022-07-13,6,7,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1621,03-CTT-KM01,1213011320.0,E01_01,Самосвалы карьерные,100000006408,Самосвал карьерный HD1500-8 №1621,E01_01,Самосвалы карьерные,Самосвал №1621,03-CTT-K150,first03-CTT-KM01,first03,03,CTT,03-CTT,KM01,-,KM01,no_data,no_data,Полюс Вернинское,8146,Самосвалы Komatsu HD1500-8
835,Экскаватор гидравл. PC400LC-7 №1209,100000022894,Экскаватор PC400LC-7 №1209 МТЧ,Техническое обслуживание 1,APP1,1100360986,Техническое обслуживание 1,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-01,2022-06-30,7,6,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC400LC-7 №1209,03-RUD-EKSK-VOBR-EX07,1214011820.0,E03_01,Экскаваторы гидравлические,100000022894,Экскаватор гидравл. PC400LC-7 №1209,E03_01,Экскаваторы гидравли,Экскаватор №1209,03-RUD-EKSK-VOBR-EXCV,first03-RUD-EKSK-VOBR-EX07,first03,03,RUD,03-RUD,EKSK,-,EKSK,VOBR,no_data,Полюс Вернинское,5189,Экскаваторы
836,Самосвал карьерный БЕЛАЗ-7547 №2445,100000068231,БелАЗ 7547 №5 СЛ,Техническое обслуживание 1,APP1,1100368432,ТО-1 БелАЗ 7547 №5 СЛ,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-01,2022-07-01,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный БЕЛАЗ-7547 №2445,03-KON-OBSL-OB06,1245112123.0,E01_01,Самосвалы карьерные,100000068231,Самосвал карьерный БЕЛАЗ-7547 №2445,E01_01,Самосвалы карьерные,БелАЗ-7547 №2445,03-KON-OBSL-PBEL,first03-KON-OBSL-OB06,first03,03,KON,03-KON,OBSL,-,OBSL,OB06,no_data,Полюс Вернинское,573,Самосвалы БелАЗ-7547
837,Самосвал карьерный HD785-7 №1610,100000008667,Самосвал HD785-7 №1610 МТЧ,Техническое обслуживание 2,APP1,1100359442,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-01,2022-07-04,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1610,03-CTT-KD02,1213011220.0,E01_01,Самосвалы карьерные,100000008667,Самосвал карьерный HD785-7 №1610,E01_01,Самосвалы карьерные,Самосвал №1610,03-CTT-K787,first03-CTT-KD02,first03,03,CTT,03-CTT,KD02,-,KD02,no_data,no_data,Полюс Вернинское,3079,Самосвалы Komatsu HD785-7
838,Экскаватор гидравл. PC2000-8 №1203,100000009138,Экскаватор PC2000-8 №1203,Текущий ремонт 1,APP1,1100353792,ТР1 рабочего оборудования,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-01,2022-07-06,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC2000-8 №1203,03-RUD-EKSK-OOBR-EX01,1212011320.0,E03_01,Экскаваторы гидравлические,100000009138,Экскаватор гидравл. PC2000-8 №1203,E03_01,Экскаваторы гидравли,Экскаватор №1203,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX01,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
839,Самосвал карьерный HD785-7 №1610,100000008667,ТР Самосвал HD785-7 №1610,Текущий ремонт,APP1,1100381372,ТР Самосвал HD785-7 №1610,ОТКР ПКАЛ ДМНП KKMP,ГОД  УТВГ ГИП  СГГС,2022-07-01,2022-07-04,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD785-7 №1610,03-CTT-KD02,1213011220.0,E01_01,Самосвалы карьерные,100000008667,Самосвал карьерный HD785-7 №1610,E01_01,Самосвалы карьерные,Самосвал №1610,03-CTT-K787,first03-CTT-KD02,first03,03,CTT,03-CTT,KD02,-,KD02,no_data,no_data,Полюс Вернинское,3079,Самосвалы Komatsu HD785-7
840,Самосвал карьерный HD1500-8 №1624,100000021344,Самосвал HD1500-8 №1624 МТЧ,Техническое обслуживание 2,APP1,1100360820,Техническое обслуживание 2,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-01,2022-07-01,7,7,без переноса в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Самосвал карьерный HD1500-8 №1624,03-CTT-KM04,1213011320.0,E01_01,Самосвалы карьерные,100000021344,Самосвал карьерный HD1500-8 №1624,E01_01,Самосвалы карьерные,Самосвал №1624,03-CTT-K150,first03-CTT-KM04,first03,03,CTT,03-CTT,KM04,-,KM04,no_data,no_data,Полюс Вернинское,8146,Самосвалы Komatsu HD1500-8
841,Экскаватор гидравл. PC2000-8 №1203,100000009138,Экскаватор PC2000-8 №1203,Техническое обслуживание 3,APP1,1100354068,Техническое обслуживание 3,ОТКР ПКАЛ ДМНП,ГОД  УТВГ УТВП ГИП  МТРЦ ТКБЕ СГГС,2022-07-01,2022-06-10,7,6,перенос в другой месяц,0,0,0,0,0,0,0,0,0,0,0,0,0,Экскаватор гидравл. PC2000-8 №1203,03-RUD-EKSK-OOBR-EX01,1212011320.0,E03_01,Экскаваторы гидравлические,100000009138,Экскаватор гидравл. PC2000-8 №1203,E03_01,Экскаваторы гидравли,Экскаватор №1203,03-RUD-EKSK-OOBR-EXCV,first03-RUD-EKSK-OOBR-EX01,first03,03,RUD,03-RUD,EKSK,-,EKSK,OOBR,no_data,Полюс Вернинское,5418,Экскаваторы
